id,label,name,new_name,phone,dist,address,descriptions,products,process,node_type,group,group_name,prod,Keyword
149,금성자동제어기기(주),금성자동제어기기(주),,2263-1072~4,종로구,종로22길 25,"OMRON FA 제어기기 전문점, 저압/고압기기, PLC, 인버터","자동제어기기,인버터",,상점,,NA,NA,NA
151,HYUNDAI MOBIS,HYUNDAI MOBIS,,2272-2920~1,종로구,돈화문로 8,"기아부품 대리점, 카페인트, 워셔액, 부동액",자동차용품,,상점,,NA,NA,NA
152,혜성상회,혜성상회,,2266-6003,종로구,돈화문로 10,자동자 용품,자동차용품,,상점,,NA,NA,NA
153,한성계기 (주)한성에이스,한성계기 (주)한성에이스,,2264-8010,종로구,종로20길 5,"전자저울, 표준분동(추), 각종계측기, 이화학기구, 수분측정기, 초음파세척기","저울,전자계측기,과학기기,수분측정기,세척기",,상점,,NA,NA,NA
154,스마트LED조명,스마트LED조명,,2275-1700,종로구,종로 154-1,"코콤, 코멕스 번개표/전기통신자재","전구,조명,통신부품",,상점,,NA,NA,NA
155,경원전열,경원전열,,2268-2223,종로구,청계천로 133,전기히터 제작,전기히터,,상점,,NA,NA,NA
156,계양전동공구,계양전동공구,,2272-0809,종로구,청계천로 149-1,전동공구,전동공구,,상점,,NA,NA,NA
157,백두공구,백두공구,,2279-6862~3,종로구,청계천로 133,"공구 임대, 전동공구",전동공구,,상점,,NA,NA,NA
158,동화전기,동화전기,,2272-8640,종로구,종로22길 17,"전원 공급 장치 부품 전문업체, 무정전 전원장치, 정류기, 충전기, 자동전압조절기","전원공급장치부품,무정전전원장치,충전기",,상점,,NA,NA,NA
159,(주)이원계측기,(주)이원계측기,,2277-0338,종로구,종로22길 6,FLUKE,전자계측기,,상점,,NA,NA,NA
160,바보전기,바보전기,,270-4645~6,종로구,청계천로 155,계측기교정,전자계측기,,상점,,NA,NA,NA
161,중앙계측기,중앙계측기,,2267-4726~7,종로구,종로22길 5,"각종 계기, 계측기",전자계측기,,상점,,NA,NA,NA
162,태신상사,태신상사,,2273-1892,종로구,돈화문로 4,서울계측기,전자계측기,,상점,,NA,NA,NA
163,동성사,동성사,,"2265-4971, 2265-4808",종로구,돈화문로2길 20,"전자계측기, 측정공구, 각종검사설비, 테스타","전자계측기,정밀측정공구",,상점,,NA,NA,NA
164,신전상회,신전상회,,2274-5265,종로구,종로26길 14-1,전자공구,전자공구,,상점,,NA,NA,NA
165,대성볼트,대성볼트,,2273-1693~5,중구,을지로17길 32,전자볼트 주문제작전문,전자볼트,,상점,,NA,NA,NA
166,석영 Brite Stone,석영 Brite Stone,,2260-0850,종로구,종로22길 17,"전자부품 매장, www.britestone.com",전자부품,,상점,,NA,NA,NA
167,유신볼트,유신볼트,,2266-9943,중구,을지로19길 33,"전자피스, 지지대",전자피스,,상점,,NA,NA,NA
168,세진케미칼,세진케미칼,,2263-0807,종로구,청계천로 133,"테이프, 접착제","접착제,테이프",,상점,,NA,NA,NA
169,세영테이프상사,세영테이프상사,,"2265-5684, 0335",종로구,돈화문로2길 38 ,"접착제, 전자케미약품, 각종테이프","접착제,화공약품,테이프",,상점,,NA,NA,NA
170,진흥테크툴,진흥테크툴,,"2276-1885, 2265-4648",종로구,청계천로 137-1,"정밀측정공구, 전기톱, 에어콤프레셔","정밀측정공구,절단톱,에어컴프레셔",,상점,,NA,NA,NA
171,수림전기조명,수림전기조명,,2272-3581. 2272-3582,종로구,종로26길 8,인테리어.조명. LED제작. SMPS.전기자재.배관자재,"조명,LED,LED조명,인테리어조명,배관부품,전기자재",인테리어시공,상점,,NA,NA,NA
172,L.O.D. LIGHTING,L.O.D. LIGHTING,,2272-6063,종로구,종로26길 30,"조명설계, SHOP조명, 인테리어조명","조명,인테리어조명,SHOP조명",,상점,,NA,NA,NA
173,공구백화점,공구백화점,,2265-4900,종로구,종로22길 30,"청소기, 장작패기, 확대경, 공구가방, 에어공구, 엔진, 전동공구 등 3/4층 전시장","청소기,에어공구,전동공구",,상점,,NA,NA,NA
174,수도과학,수도과학,한길유공압상사,2266-7856,종로구,종로20길 6,"초자, 석영, PYREX, 이화학기 가공전문","초자기구,석영,이화학기기",,상점,,NA,NA,NA
175,대림전기(주),대림전기(주),,2272-7660,종로구,종로22길 28,"정류기, 충전기, 감속기, 자동전압조절기, 인버터 등","충전기,인버터",,상점,,NA,NA,NA
176,동목전자 (동림),동목전자 (동림),,"2266-5817, 2269-5817",종로구,종로22길 20,"CONNECTOR, UL전선, HARNESS, 주문제작","커넥터,UL전선",,상점,,NA,NA,NA
177,동아뉴텍,동아뉴텍,,2265-2385~7,종로구,종로22길 12,커넥터. 단자,"커넥터,단자",,상점,,NA,NA,NA
178,풍한전기부품,풍한전기부품,,"2273-7639, 2265-8364",종로구,돈화문로2길 27,"콘넥타, 압착단자","커넥터,압착단자",,상점,,NA,NA,NA
179,M민테크,M민테크,,"2263-5796, 5793",종로구,돈화문로2길 30,"IC, 컨넥터, 전자부품 전문점","커넥터,전자부품",,상점,,NA,NA,NA
180,광도케이블,광도케이블,,2275-5858,종로구,종로26길 22,"BELDEN총판, LS전선총판, LED전선 주문제작",케이블,,상점,,NA,NA,NA
181,일흥통신,일흥통신,우창피엔에이,"2267-4318, 4319, 0600, 4268",종로구,종로26길 28 ,"PCM케이블, 광케이블, UTP케이블, ",케이블,회로설계,상점,,NA,NA,NA
182,영창일렉콤,영창일렉콤,,2275-2631,종로구,종로26길 28 ,"각종특수전선, 동축케이블, UTP케이블, LAN시공부품","케이블,전선",,상점,,NA,NA,NA
183,(주)영창 일렉콤,(주)영창 일렉콤,,2272-3992,종로구,종로26길 28,"전기, 전자, 통신 케이블&부품(UTP케이블, 광케이블, 음향케이블, 기기용WIRE, 동축케이블, RJ45플러그, 팻치판넬, 팻치코드, OUTLET, 110블럭, 케비넷RACK, 광 관련부품, 스위칭HUB, 모듈러잭, 콘넥타, 케이블타이, 압착단자, 콘넥타, 케이블타이, 압착단자, 익스팬더, PVC몰드, 테프론WIRE, 실리콘 WIRE, USB 젠더, 마운트, 수축 TUBE 등)","케이블,커넥터,통신부품,와이어,압착단자,케이블타이,패널(판넬),수축튜브",,상점,,NA,NA,NA
184,충일전기통신상사,충일전기통신상사,,2273-0018,종로구,종로26길 18,각종 전기 통신 케이블 및 전기 통신 접속재료 도/소매,"케이블,통신내외선,통신부품",,상점,,NA,NA,NA
185,삼우통신,삼우통신,,"2273-2930, 2265-3660",종로구,종로26길 12-1,"키폰, 통신자재","키폰,통신부품",,상점,,NA,NA,NA
186,태양아크릴,태양아크릴,,"2279-9151, 2265-5377",종로구,돈화문로 16-1,"한국과학기술원 협력업체, 진흥청 농업과학원 실험기 협력업체, 합성수지, 테프론, NC, PC 제작, 레이져 컷팅, 머신가공, 환경시스템제작",테프론,레이저커팅,상점,,NA,NA,NA
187,원우IT,원우IT,세동LED,"2266-6089, 2266-6092",종로구,종로26길 18,"통신공구, 광통신네트워크, 통신내외선","통신공구,통신내외선",,상점,,NA,NA,NA
188,일신정보통신,일신정보통신,일신케이피,"2267-0408, 2279-0408",종로구,돈화문로2길 27,"LAN 통신부품, 전자교환기, 키폰 만매","통신부품,키폰",,상점,,NA,NA,NA
189,(주)우성엘피스,(주)우성엘피스,,"2272-9634, 2278-9634",종로구,돈화문로2길 25-11,통신자재의 모든것,"통신부품,통신공구",,상점,,NA,NA,NA
190,영재전자,영재전자,,2285-4989,,,통신용반도체부품,통신용반도체부품,,상점,,NA,NA,NA
192,(주)선진기전,(주)선진기전,,2268-0391,종로구,종로22길 19,"파이프 커넥터, www.sun-j.com",파이프커넥터,,상점,,NA,NA,NA
193,인왕산업,인왕산업,,2273-7834,종로구,돈화문로 14-1,"V벨트, 컨베어벨트, 수지벨트, 특수벨트, 타이밍벨트, 호스, 특수바킹","패킹,V풀리(V뿌리),타이밍풀리,호스",,상점,,NA,NA,NA
194,대원일렉툴,대원일렉툴,,2276-0560~1,종로구,청계천로 151-13,수입 휴즈 전문,"퓨즈,센서,계전기(RELAY)",,상점,,NA,NA,NA
195,서진전자부품,서진전자부품,,2267-5561,종로구,종로26길 30,"반도체, V/R, S/W, CAPACITOR, FUSE, RELAY, SENSOR, BUZZER, COIL, SMPS","퓨즈,센서,계전기(RELAY)",,상점,,NA,NA,NA
196,장사냉열,장사냉열,광원전기,2265-4910,종로구,청계천로 143,"냉동부품, 후레온가스, 콤푸레서","프레온가스(후레온가스),냉동부품,컴프레셔",,상점,,NA,NA,NA
197,링구센타,링구센타,,"2272-5818, 2265-2084",종로구,돈화문로 4-2,"냉동부품 피스톤, 각종링구","피스톤,냉동부품",,상점,,NA,NA,NA
198,대영휠타,대영휠타,,2265-4262,종로구,돈화문로 10,"산업용, 기계용, 인쇄기용 필터",필터,,상점,,NA,NA,NA
199,세종의료기저울,세종의료기저울,,2271-1381~2,종로구,종로 150-1,"혈당계, 혈압계, 보청기, 물리치료기, 안마기, 쑥뜸 도매","혈당계,혈압계,보청기,물리치료기,안마기,한방의료기",,상점,,NA,NA,NA
200,삼화전열,삼화전열,,"2273-3355, 2267-0326",종로구,돈화문로2길 23,전기 히타 제작,히터,,상점,,NA,NA,NA
201,특수히타,특수히타,태진전기,010-6271-7790,종로구,돈화문로2길 11,히타제작전문,히터,,상점,,NA,NA,NA
202,#LED SHOP,#LED SHOP,,010-8635-4321,중구,창경궁로 67-11,"PCB, BAR, SMPS, 등기구 및 램프도매","PCB,조명",,상점,,NA,NA,NA
203,(서울)세운씰크인쇄(2F),(서울)세운씰크인쇄(2F),세운종합기획,"265-3854, 273-9304",중구,창경궁로5길 19,"실크인쇄, 도안, 제판, 명판, 렉산, 전자, POP 및 판축물","명판,POP,판촉물",인쇄,상점,,NA,NA,NA
204,(주) 미주엠알오,(주) 미주엠알오,중앙 ENC,2272-5944~5,중구,을지로19길 5 ,"설비, 영선, 소방자재, 안전장구류, 공구, 각종소모자재, 문구류, 이화학용품, 과학기자재 등","이화학기기,과학기기",,상점,,NA,NA,NA
205,(주) 선일일렉콤,(주) 선일일렉콤,가인전기조명,2279-6449,중구,을지로19길 5,"전기, 조명",조명,,상점,,NA,NA,NA
206,(주) 아름전기,(주) 아름전기,동신베아링,2273-5388,중구,청계천로 172-1,전구,전구,,상점,,NA,NA,NA
207,(주) 종로아크릴,(주) 종로아크릴,,"2279-5100, 2275-3395",종로구,돈화문로 4,"CNC, 레이저, 대형다이어킷팅기, 각종 최신설비",아크릴,CNC,상점,,NA,NA,NA
208,(주)강성전기,(주)강성전기,,2275-8260,중구,청계천로 172-1,"삼성LED, 전구, 전선","LED,LED조명,전구,전선",,상점,,NA,NA,NA
209,(주)경지전기,(주)경지전기,,2274-7236,중구,을지로17길 16,"특고압개폐기, 지중선자재, 애자 및 크램프, 송/변전자재","클램프(크람프),개폐기",,상점,,NA,NA,NA
210,(주)고려전기,(주)고려전기,(주)한국콘트롤상사,"2265-4433, 2268-4432",중구,창경궁로5가길 25,"피뢰침, 접지 자제 제작","피뢰침,접지자재",,상점,,NA,NA,NA
211,(주)광동이엔씨,(주)광동이엔씨,,2277-0626,중구,을지로17길 7,"접지자재, 통신자재, 전자식피뢰침, 보조피뢰침","피뢰침,접지자재",,상점,,NA,NA,NA
212,(주)대덕기기,(주)대덕기기,,2275-5096,종로구,돈화문로2길 16 ,보쉬전동공구대리점,전동공구,,상점,,NA,NA,NA
213,(주)대명전관,(주)대명전관,건창전업사,2266-8459,중구,을지로17길 5,배관,"파이프,파이프커넥터",배관,상점,,NA,NA,NA
214,(주)대중에어리스,(주)대중에어리스,,"333-7704, 333-3344",중구,충무로 70-4,도장기기 판매/수리/임대,도장기기,,상점,,NA,NA,NA
215,(주)대한몰드,(주)대한몰드,,2268-2000,종로구,종로26길 22,LS전선총판대리점,"전선,LS전선",,상점,,NA,NA,NA
216,(주)동신산전,(주)동신산전,한진제어기,2272-6176~7,중구,을지로17길 5,한진제어기,,,상점,,NA,NA,NA
217,(주)보명이티씨,(주)보명이티씨,,"2273-6890, 010-9257-3981",중구,을지로17길 12-1,"마그넷트, 인버터, 부레카, PLC",각종자석,,상점,,NA,NA,NA
218,(주)삼립전기,(주)삼립전기,,"2267-6904, 2267-6903",,,"메탈, 수온, 나트륨, 안정기, 조명기구일체","조명,메탈,안정기",,상점,,NA,NA,NA
219,(주)스퀘어텍,(주)스퀘어텍,폐업,581-2417,종로구,돈화문로2길 30,"LED특수조명, 도매/소매, SMPS, LED투광기, PCB BAR","LED,LED조명,조명,LED투광등,PCB",,상점,,NA,NA,NA
220,(주)우일상사,(주)우일상사,,"2265-7171, 2275-5404~5, 2279-7737",중구,을지로 171-1,"위상도기, 타일","도기,타일",,상점,,NA,NA,NA
221,"(주)이레툴,계양전동공구","(주)이레툴,계양전동공구",,"2264-5121, 2269-5121",중구,충무로 72,전동공구,전동공구,인쇄,상점,,NA,NA,NA
222,(주)파카코리아,(주)파카코리아,,2265-4544,종로구,돈화문로4길 26,공업기기,공업기기,,상점,,NA,NA,NA
223,(주)화성전업사,(주)화성전업사,,"2273-4704, 2276-0878",종로구,청계천로 163,각종 전기재료 도산매,전기자재,,상점,,NA,NA,NA
224,88귀금속,88귀금속,,2278-8627,종로구,종로 168-1,"PCB, LED","순금,시계,예물",,상점,,NA,NA,NA
225,ACE METAL,ACE METAL,,"2266-2562, 011-9771-2562",종로구,돈화문로2길 38 ,"매장진열대 행거제작, 핸드레일 제작/시공, 회전계단 제작/시공, 학생작품 견적 및 제작환영, 금속 인테리어 집기/소품 제작, 철골구조물 제작/시공, 철, 비철금속 제작/시공, 강화도어 및 스텐윈도우 제작/시공","행거,쇼케이스,비철금속",시공,상점,,NA,NA,NA
226,B.K금속,B.K금속,,2277-3485,종로구,돈화문로6나길 28-12,"매장용행거, 학생작품, 스텐, 구로판, 선반용 제작",행거,,상점,,NA,NA,NA
227,C.H.E청화기업,C.H.E청화기업,,"2268-8655, 2269-8655",중구,창경궁로5길 38,"프레스, 후렉숀 단조 조각, 금형제작, 브랜드, 다이아카팅 라벨, 금속명판, 키홀다, 배지","명판,배지","프레스,단조,조각,금형",상점,,NA,NA,NA
228,CNC 모형절단,CNC 모형절단,유한철제,2267-8563,중구,을지로19길 16,"로타리연마, CNC 가공 명판",명판,"연마,CNC",상점,,NA,NA,NA
229,DIY시대,DIY시대,우일전자,2268-5692,중구,을지로 163,"선반, 쇼케이스, 선반, 행거","쇼케이스,행거",,상점,,NA,NA,NA
230,FOURSEASON,FOURSEASON,동양특수조명,"2271-2323, 010-3557-3065",중구,을지로19길 19 ,"조명제작, 판매",조명,,상점,,NA,NA,NA
231,GS 25,GS 25,,2279-6546,중구,을지로19길 25 ,"소화기, 유도등, 감지기",유도등,,상점,,NA,NA,NA
232,HEPHAISTOS,HEPHAISTOS,,010-3043-2198,중구,을지로19길 19 ,"졸업작품, 학생작품, 마술도구, 드림아이템, 공연도구, 행사, 대회연출, 선반, 레이져, 나무, 전기, SYSTEM","LED,LED조명,LED바",,상점,,NA,NA,NA
233,HIOKI,HIOKI,,2273-1892,종로구,돈화문로 4,히오키 한국유통 태신상사,"LED,LED조명",,상점,,NA,NA,NA
234,HS금속공업,HS금속공업,,2265-7079,중구,을지로19길 15,"차단봉, 금속인테리어",차단봉,,상점,,NA,NA,NA
235,ID공업,ID공업,,010-9015-6377,중구,을지로19길 15,"간판, 스카시, 시트커팅, 각종 싸인물, 아크릴 간판, 래이저 커팅","간판,아크릴간판","레이저커팅,스카시",상점,,NA,NA,NA
236,K2 특수조명,K2 특수조명,,"2278-3446, 2264-4577",중구,을지로 155 ,각종 조명,조명,,상점,,NA,NA,NA
237,KT통신,KT통신,,2266-6078,종로구,종로26길 12,"수중등, 지중등, 경관등, 가로등, 아트실내등, 각종 특수전등","조명,지중등,경관등,가로등,특수램프",,상점,,NA,NA,NA
